,keyword,importance,total_importance
255,"carvana, deceptive, car, con job, purchasing",0.4269-0.3595-0.3004-0.2516-0.2192,1.56
256,"delayed, car, customer service, customer, purchasing",0.4509-0.3429-0.3378-0.298-0.2603,1.69
257,"vehicle carvana, second vehicle, auto insurance info, customer service agent, vehicle",0.4402-0.3658-0.3521-0.3433-0.3382,1.84
258,"support, next support person, previous support, purchase, weeks",0.317-0.3137-0.2984-0.2901-0.2597,1.48
259,"explorer, * * * * explorer, driver license, order, car insurance",0.3941-0.3717-0.3603-0.3592-0.3499,1.84
260,"family plans, plans, cell phone, day delivery, finance",0.4933-0.2912-0.2435-0.2342-0.22,1.48
261,"buy, star, car, star cause, get",0.4438-0.4072-0.3784-0.3632-0.2459,1.84
262,"approved, delivered, car, thanks carvana, area",0.4197-0.2815-0.2272-0.1765-0.1587,1.26
263,"low oil pressure light, oil change, repairs, warranty, day warranty",0.4782-0.4316-0.406-0.3867-0.3768,2.08
264,"car carvana, warranty, carvana, * * * carvana, * * * * * carvana",0.4742-0.4052-0.4032-0.3804-0.3755,2.04
265,"carvana, prius, buying online, buy, buying",0.3685-0.3551-0.3329-0.3326-0.3309,1.72
266,"refund, carmax, payment, terrible company, customer service",0.4553-0.4415-0.3498-0.3493-0.307,1.9
267,"car buying, tesla, car buying experience, prior payment, buying",0.4943-0.4305-0.4276-0.3733-0.3385,2.06
268,"car carvana, terms car, carvana, windshield, car",0.6405-0.5069-0.5-0.4351-0.4301,2.51
269,"carvana offer, carvana, customer rep, transaction, offer",0.6469-0.5092-0.332-0.3184-0.2855,2.09
270,"registration plate, temporary plate, registration, plates, plate",0.6433-0.5387-0.4643-0.4514-0.444,2.54
271,"obvious drive train issues, car issues, warranty, drive, car",0.6691-0.5294-0.3027-0.2781-0.2741,2.05
272,"carvana, vehicle, entire driver, driver, accidents",0.5678-0.3622-0.3303-0.2976-0.2759,1.83
273,"horrible customer service representative, carvana, horrible customer service, customer service, horrible customer",0.4033-0.3883-0.382-0.3471-0.3343,1.86
274,"cosmetic issues, huge dent, big dent, dent, smaller cosmetic issues",0.4281-0.4142-0.4019-0.3764-0.3755,2.0
275,"cancel, payments, deposit, buying, carvana",0.416-0.3355-0.311-0.269-0.2642,1.6
276,"point inspection, inspection, green check, repair, pcv valve",0.5453-0.5363-0.2825-0.2822-0.2751,1.92
277,"silver rock warranty, reliable car, car carvana, warranty line, warranty",0.5027-0.4927-0.4108-0.409-0.3729,2.19
278,"new transmission, transmission, lifetime warranty, van, * * * * * * miles",0.4292-0.3888-0.3505-0.3305-0.314,1.81
279,"scam scam scam, scam, carvava, carvava * * * * * *, carvana",0.5478-0.5098-0.495-0.4849-0.4773,2.51
280,"carvana, car process, carvana offer, $ car, car",0.4488-0.4436-0.4291-0.3064-0.2938,1.92
281,"emails carvana, car insurer, payment processing email, calls carvana, carvana",0.485-0.4658-0.4483-0.4029-0.3982,2.2
282,"carvana service, carvana, payment, bank, discount",0.6161-0.4793-0.3495-0.3412-0.2942,2.08
283,"silver rocks process, guarantee, silver rocks, silver rock, silverrock",0.3875-0.3774-0.3741-0.3567-0.3481,1.84
284,"refund, payment, company, order, car",0.511-0.3594-0.2805-0.2501-0.2017,1.6
285,"point inspection guarantee, car inspection, carvana customer service, inspection report, front tires",0.4638-0.4244-0.4048-0.3925-0.3824,2.07
286,"carfax, older cars, blue book value, * * * * * blue book value, van",0.4399-0.3921-0.3533-0.3314-0.3183,1.84
287,"worst car buying experience, car buying experience, worst car buying, car buying, dealership",0.4509-0.3987-0.3976-0.3908-0.354,1.99
288,"class action lawsuit, inspection, lawsuit, multi point inspection, point inspection",0.5334-0.4988-0.4134-0.3956-0.3908,2.23
289,"financing, husbands name, payment, carvana, primary name",0.4174-0.3398-0.3133-0.2825-0.2656,1.62
290,"refund, payment, happy customer, received, order",0.4851-0.3676-0.3007-0.248-0.2415,1.64
291,"mobile deposit, deposit check, carvana customer service, carvana customer, business carvana",0.5603-0.5195-0.5152-0.4797-0.4439,2.52
292,"initial payment, payment, denied, income, company money",0.4176-0.3937-0.283-0.2578-0.2345,1.59
293,"chevrolet impala, car carvana, trunk, car accident, diagnostic inspection",0.3827-0.3786-0.3608-0.3543-0.3525,1.83
294,"vehicle, first vehicle, car, * * * car, issues",0.4106-0.4098-0.3636-0.3565-0.2592,1.8
295,"jeep wrangler sahara, jeep wrangler, jeep, dead battery, pickup time",0.5176-0.4631-0.4412-0.3628-0.3536,2.14
296,"business carvana, games carvana, carvana, online dealer, carmax",0.5112-0.4517-0.4415-0.436-0.4109,2.25
297,"appointment, original appointment, upset customer, customer service, rescheduled",0.4116-0.4086-0.3981-0.3937-0.3786,1.99
298,"got car, drove, carvana, cars nit, experience buyer beware",0.3693-0.3211-0.3158-0.3083-0.3013,1.62
299,"non - functioning locks, broken vehicle, carvana, * * * carvana, customer service",0.4544-0.3774-0.3624-0.3546-0.3457,1.89
300,"deadline, dealership, scheduling delivery, scheduling, delivery",0.4746-0.4733-0.4633-0.3355-0.2989,2.05
301,"prius v basemodel, priusv, prius, false advertising, advertised",0.6167-0.4429-0.4326-0.3987-0.3278,2.22
302,"horrible paint touch * * *, car carvana, imperfections, carvana yesterday, carvana",0.5114-0.457-0.4271-0.3804-0.3767,2.15
303,"carvana, delivery location, vehicle, delivery, delivery fee",0.6189-0.4348-0.4135-0.3734-0.3661,2.21
304,"used car, worst experience, carvana, car, purchasing",0.4247-0.39-0.3426-0.3214-0.3014,1.78
305,"repeat carvana customer, carvana customer, carvana employees, warranty partner, carvana",0.5637-0.5473-0.4517-0.4453-0.4336,2.44
306,"vehicle carvana, carvana, financing, vehicle, account",0.6549-0.5602-0.5029-0.4226-0.2863,2.43
307,"worst truck buying experience, truck, towing, tow, new vehicle",0.5847-0.4704-0.4088-0.4033-0.3814,2.25
308,"refund ticket, car carvana, refund, carvana, ticket",0.4821-0.3983-0.372-0.2956-0.288,1.84
309,"carvana employee negligence, carvana response, carvana employee, carvanas detail personnel, carvana",0.5896-0.5556-0.5106-0.4903-0.4694,2.62
310,"customer service, delivery date, deliver, complaint, customer",0.5029-0.3977-0.3719-0.3593-0.3576,1.99
311,"cashiers check, car february 1st, cashiers, signature, call",0.4318-0.335-0.3201-0.3095-0.2818,1.68
312,"va disability, va income, carvana, bank fraud, carvana instructions",0.4407-0.4291-0.4268-0.3887-0.3747,2.06
313,"title owner, provide title, carvana dealership, title state, car carvana",0.5171-0.478-0.4365-0.4355-0.39,2.26
314,"chevrolet 4x4 crew cab wt, denied, approved, wyoming, chevrolet",0.5386-0.4048-0.393-0.3532-0.3121,2.0
315,"scam, scam artists, refund, pay stubs, shipping",0.4432-0.3881-0.273-0.2687-0.2675,1.64
316,"carvana, car company, ubers, carvana hands, dissatisfied whole company trash throw",0.5737-0.4521-0.4308-0.4268-0.3565,2.24
317,"worst car buying experience, car buying experience, worst car buying, car buying, refund",0.4943-0.4312-0.417-0.3933-0.3823,2.12
318,"car carvana, carvana, payment, frost account, actual bank account",0.4592-0.3894-0.3853-0.3594-0.3555,1.95
319,"temp plate, plate, plates, vehicle, temp",0.5229-0.3848-0.3836-0.344-0.3354,1.97
320,"carvana, dealership, multiple undisclosed issues, swap vehicle, vehicle details",0.4429-0.4254-0.4002-0.3956-0.3856,2.05
321,"car buying, carvana, insurance, terrible experience, drove",0.3722-0.3651-0.2953-0.2887-0.2664,1.59
322,"* * * * dealership, * dealership, dealership, vehicle * * *, title state",0.4836-0.4748-0.4401-0.4059-0.4013,2.21
323,"carvana vehicle, recommend carvana, carvana, vehicle purchases, vehicle",0.6801-0.6271-0.6013-0.5934-0.4074,2.91
324,"carvana, cancel, call centers, call, chatbots",0.4306-0.3604-0.2784-0.2606-0.2366,1.57
325,"cars, inspections, car, brakes, cat",0.3645-0.3517-0.3419-0.289-0.2617,1.61
326,"clear fraud, carvana, refund, fraud, recourse",0.4936-0.4637-0.4389-0.4385-0.3439,2.18
327,"return policy, return, amazing customer service, perfect car, customer service",0.6248-0.4688-0.4672-0.4-0.3982,2.36
328,"carvana, anything carvana, scam, company, purchase",0.6784-0.5916-0.432-0.2887-0.2391,2.23
329,"income verification, purchase insurance, insurance policy, bank statements, bank",0.3426-0.3341-0.3176-0.3036-0.2823,1.58
330,"address carvana, local reputable dealership, business carvana, carvana, residency status",0.4252-0.3997-0.3985-0.3131-0.2954,1.83
331,"carvana, terrible company, company, delivery date, delivery",0.4539-0.4389-0.3253-0.3043-0.3017,1.82
332,"carvana, carvanas, partner dealership, dealership, scam",0.4939-0.4847-0.4408-0.4287-0.419,2.27
333,"vehicle carvana, vehicle purchase, carvana, vehicle, documents",0.6168-0.593-0.4888-0.3624-0.336,2.4
334,"renegade jeep, finance company bridgcrest, car loan, lien, finance company",0.4493-0.4466-0.4458-0.3602-0.3404,2.04
335,"refundable shipping fee, shipping fees, shipping fee, local dealer, dealer",0.4061-0.346-0.3403-0.3347-0.3247,1.75
336,"bbb, bbb .., horrible service, service, horrible",0.6076-0.5904-0.4601-0.3461-0.2293,2.23
337,"real support, support, vehicle, transmission issues, transmission",0.6185-0.525-0.3409-0.2346-0.2286,1.95
338,"delivery dates, dates, delivery, consumers, contract",0.6382-0.4246-0.4127-0.3233-0.3106,2.11
339,"purchase vehicle, carvana, 2nd vehicle, vehicle, payment",0.525-0.5231-0.4419-0.3662-0.3548,2.21
340,"* * * * * oil, oil, day return, day return window, lemon",0.467-0.4146-0.3459-0.3276-0.3248,1.88
341,"silver rock warranty, warranty business, repairs, warranty, inspection",0.5624-0.4438-0.4298-0.4121-0.4031,2.25
342,"* * * * f-150, truck, first payment, payment, pay creature",0.4012-0.3026-0.277-0.2456-0.2447,1.47
343,"dealerships, oil change(carvana, multiple dealerships, car, undisclosed scratches",0.4609-0.4264-0.4069-0.4017-0.3723,2.07
344,"friendly service, bad service, service, delivery, replace",0.676-0.5614-0.4704-0.3355-0.2226,2.27
345,"online car buyers, online car buyer, serious buyers, serious seller, buyers",0.5198-0.5169-0.5145-0.4252-0.425,2.4
346,"brakes, car, junk, exhaust, shop",0.4209-0.2979-0.2636-0.2408-0.2058,1.43
347,"worst car buying experience, worst car buying, car buying experience, car buying, worst car",0.6624-0.6073-0.523-0.4771-0.4405,2.71
348,"carmax, least carmax, customer service, customer service aspect, customer",0.5029-0.4527-0.4238-0.3729-0.3243,2.08
349,"horrible customer service, horrible customer, wrong ticket, customer service, ticket",0.5635-0.4865-0.4591-0.4008-0.3306,2.24
350,"customer service, delayed, deadlines, vehicle, truck",0.4059-0.3823-0.3661-0.3248-0.3217,1.8
351,"jeep cherokee, jeep, engine, tow truck, pure fraud",0.5156-0.4611-0.3315-0.3213-0.3179,1.95
352,"refund, return, shipping, customer advocates, customer",0.5371-0.3573-0.3067-0.2418-0.2378,1.68
353,"bad check, carvana, bank, accounting department, check",0.4701-0.4347-0.4036-0.2849-0.2365,1.83
354,"car carvana, carvana, denied, financial department, bank",0.4783-0.4467-0.4105-0.3888-0.3779,2.1
355,"carvana, faults, many faults, worst experience, point check",0.5365-0.3916-0.3801-0.322-0.2893,1.92
356,"carvanna, worst online car dealership, online car dealership, scams, car dealership",0.6371-0.6319-0.5632-0.4746-0.4736,2.78
357,"full coverage insurance, rental unnecessary insurance, insurance, delivery day, coverage",0.3875-0.3773-0.3632-0.3158-0.3097,1.75
358,"carvana warranty, carvana warranty company, car carvana, carvana, * * * * * * * dealership",0.5898-0.5806-0.5114-0.4329-0.3761,2.49
359,"online order, scam, car carvana, carvana, suspicious activity online",0.5704-0.4914-0.47-0.4214-0.3891,2.34
360,"warranty company, scam, initial delivery warranty, warranty, chrysler",0.4974-0.4526-0.4396-0.4364-0.4271,2.25
361,"uber, approved, carvana, purchase, shipping fee",0.454-0.3448-0.2633-0.2412-0.2407,1.54
362,"cheap car dealer, car dealer, dealer, car, quick buck",0.6053-0.5421-0.4695-0.3168-0.2457,2.18
363,"false advertising, business carvana, family vehicle, vehicle, truck",0.4215-0.3893-0.3336-0.322-0.3026,1.77
364,"car carvana, customer service, customer, customers, vehicle",0.3921-0.3775-0.3371-0.3233-0.3192,1.75
365,"jeep cherokee, jeep, manufacturer warranty, carvana warranty, warranty",0.4817-0.4472-0.3745-0.3682-0.356,2.03
366,"swap, extended warranty, swap process, warranty, refund",0.3778-0.3559-0.3503-0.3502-0.3448,1.78
367,"return vehicle, carvana, vehicle file, vehicle, dealership",0.5653-0.5136-0.4653-0.4166-0.356,2.32
368,"* * * * * transmission slip fix, car carvana, * * * transmission, transmission, warranty",0.4226-0.3497-0.3409-0.3141-0.2964,1.72
369,"lease vehicle, lease, vehicle trade, deceptive trade practices, online buying",0.6653-0.5079-0.4933-0.4661-0.386,2.52
370,"carvana customer service agents, carvana customer service, carvana customer, carvana, customer service agents",0.7979-0.7556-0.6962-0.5276-0.4938,3.27
371,"payment, huge payment, zero stars, rental, bad transmission",0.3846-0.3629-0.3305-0.318-0.293,1.69
372,"scam, approved car, car insurance, got car, review",0.5126-0.4879-0.4747-0.3493-0.3462,2.17
373,"carvana, warranty coverage, repair problems, overdraft fees, warranty",0.4357-0.3793-0.3636-0.3539-0.3384,1.87
374,"carvana, carvana nightmare, chatbot, car, payment",0.6651-0.5916-0.3496-0.278-0.2444,2.13
375,"dry rot tires, dry rot, carvana, tires, car",0.6788-0.5999-0.4623-0.3661-0.2244,2.33
376,"issue, problem, service, use, resolve",0.4072-0.3445-0.2824-0.1889-0.1888,1.41
377,"carvana purchase, car delivery, carvana, horrible customer service policy, poor customer service",0.5563-0.4726-0.43-0.4264-0.4237,2.31
378,"new car, delivery, trade terms, problem carvana, car",0.3511-0.2655-0.2638-0.2605-0.2561,1.4
379,"refund, total scam, scam, delayed, car",0.4408-0.3882-0.369-0.3172-0.2864,1.8
380,"car, days, problem, * *, * * *",0.4359-0.3386-0.2722-0.2431-0.2384,1.53
381,"carvana, car dealer, unsatisfied customer, dealer, worst car dealer",0.5066-0.4673-0.4497-0.445-0.4361,2.3
382,"verification process, car online, verification, chat option today, payment",0.4213-0.3944-0.3499-0.3339-0.3313,1.83
383,"carvana service center, carvana service, carvana service contractor silver rock, repair fee, problem carvana",0.5351-0.5175-0.5139-0.5097-0.4037,2.48
384,"worst customer experience, customer experience, carvana, scam, customer",0.5793-0.482-0.457-0.4483-0.3864,2.35
385,"engine coils, carvana, negative stars, spark plugs, * * * carvana",0.4662-0.4592-0.4401-0.4243-0.4192,2.21
386,"* * * terrain, * * * dealer, * * dealer, carfax report, carvana",0.5325-0.4555-0.4461-0.4303-0.4148,2.28
387,"complimentary oil change, oil change, e rep, rep, change",0.4364-0.4033-0.3175-0.2821-0.2302,1.67
388,"poor customer service, horrible experience, vehicle, junk yard quality, car",0.503-0.4889-0.4271-0.4204-0.386,2.23
389,"car issues, customer service, credit car, customer, rescheduled",0.4241-0.381-0.3714-0.3273-0.2581,1.76
390,"new tires, carpet tear, day warranty, warranty, tires",0.3873-0.3493-0.3293-0.3247-0.316,1.71
391,"proof carvana customer service, carvana customer service, carvana customer, car registration, customer service",0.6038-0.5759-0.5154-0.4622-0.3967,2.55
392,"purchase vehicle, vehicle, repair, repairs, vehicle online",0.3859-0.3128-0.3096-0.3085-0.294,1.61
393,"customer service, sales line, shipping, customer, purchase",0.3592-0.3335-0.2898-0.2871-0.2771,1.55
394,"carvana, delivery driver, disappointing experience, brake job, driver",0.54-0.3639-0.337-0.3124-0.2895,1.84
395,"refinance, carvana, ridiculous payment, biweekly payments, payments",0.5184-0.3892-0.3713-0.3532-0.3505,1.98
396,"car carvana, insurance company, third party insurance company, insurance, carvana",0.4926-0.4897-0.4888-0.4725-0.3983,2.34
397,"repairs, inspection, point inspection, ther cars, oil leave",0.3763-0.3532-0.3518-0.3484-0.2831,1.71
398,"extended temporary plate, temporary plate, initial temporary plate, carvana, plate",0.5272-0.4923-0.4886-0.4792-0.3471,2.33
399,"customer support, dealership, customer service, chat customer service, customers",0.4401-0.411-0.3762-0.3601-0.3401,1.93
400,"car carvana, carvana august, carvana sticker, carvana, windshield stuff",0.4994-0.4543-0.4534-0.4082-0.4006,2.22
401,"tire, front tire, kia * *, vibration, right front tire",0.4226-0.3899-0.357-0.3569-0.3548,1.88
402,"car buying experience, worst car buying experience, car buying, worst car buying, financing line",0.5986-0.5764-0.5054-0.4705-0.3852,2.54
403,"refund, service road, truck, extended warranty, local dmv",0.3432-0.3019-0.2973-0.2919-0.2871,1.52
404,"smog, worst company, vehicle, company, kids",0.4677-0.4167-0.3062-0.2587-0.2417,1.69
405,"first van, van, worst experience, thieves, mechanical problems",0.4614-0.4007-0.2898-0.2466-0.1952,1.59
406,"dispute treasury department, treasury department, treasury, income verification, payment",0.6139-0.4253-0.3325-0.3168-0.2923,1.98
407,"vehicle, car, cash, month, sorry",0.2838-0.2721-0.2077-0.1218-0.1186,1.0
408,"drivers license number, shipping, drivers license, ship, license",0.4354-0.3349-0.3201-0.3089-0.2408,1.64
409,"record, insurance companies, insurance, payout information, vehicle",0.3357-0.3259-0.308-0.2987-0.2959,1.56
410,"car carvana, carvana, credit union, buyers, car",0.5133-0.4159-0.3208-0.2801-0.2657,1.8
411,"carvana, zero stars, information verification, car, verification",0.5205-0.3548-0.2919-0.2769-0.2564,1.7
412,"warranty company silver rock, carvana warranty, carvana warranty company, warranty company, warranty",0.5576-0.5051-0.4933-0.4591-0.4388,2.45
